artist,date,year,auction house,seller,Lot Number,Artwork Title,Measurements,purchaser,pounds,shillings,pence
"LAWRENCE, Sir Thomas",5/13/1899,1899,Christie's,,,Mrs. Robinson. Finished,,Marquess of Hertford,21,0,0
"REYNOLDS, Sir Joshua",7/16/1894,1894,Christie's,,,Mrs. Robinson. Finished,,,19,19,0
"REYNOLDS, Sir Joshua",2/29/1896,1896,Christie's,,,Mrs. Ross,,Wall is,325,10,0
"LEYDEN, Lucas van",7/16/1894,1894,Christie's,Sir James Hay Langham,6,Mrs. Sadler and Infant Daughter. Illus.,,,,,
"HOPPNER, John",7/14/11,1911,Christie's,,,"Mrs. Sadler in Blue, and Child.",,,27,6,0
"ROMNEY, George",7/3/08,1908,Christie's,,,Mrs. Sanderson.50x40,,Waring,210,0,0
"ROMNEY, George",3/5/1902,1902,Foster's,,,Mrs. Sarah Amswick with Turban.,,Dilke,367,10,0
"REYNOLDS, Sir Joshua",6/14/1875,1875,Christie's,,,Mrs. Sarah Bell,,A. Wertheimer,336,0,0
"RUSSELL, John",7/8/05,1905,Christie's,,,Mrs. Sarah Bell.1,,A. Wertheimer,336,0,0
"REYNOLDS, Sir Joshua",11/28/1879,1879,Christie's,Charles Heath Warner,6,Mrs. Sarah Dawson. Illustrated,9^ x 24,Dawson,703,10,0
"RUSSELL, John",7/8/05,1905,Christie's,,,Mrs. Sarah Garrow,,Colnaghi,535,10,0
REMBRANDT VAN RHYN,7/20/1850,1850,Christie's,Earl of Ashburnham,6,Mrs. Sarah Siddons,,Agnew,19,19,0
"REYNOLDS, Sir Joshua",4/24/1844,1844,Christie's,Francis Nicholson,,Mrs. Sarah Siddons,,Woodward,2625,0,0
"HUNT, William Henry",5/13/05,1905,Christie's,T. Holford,6,Mrs. Sarah Trimmer,0x25,Sulley,141,15,0
"ROMNEY, George",5/10/12,1912,Christie's,,,Mrs. Scott Waring and Children,,Hodgkins,173,5,0
"MARIS, William",6/30/11,1911,Christie's,Sir Charles Wakefield,6,Mrs. Seaforth and Child,,Lesser,76,13,0
"MULLER, William James",6/9/1894,1894,Christie's,Alexander Dennistoun,6,Mrs. Seaforth and Child,6J x 44,Leggatt,194,15,0
"ROMNEY, George",5/3/1902,1902,Christie's,,,Mrs. Sheraton,,Flack,5,5,0
"HALSWELLE, Keeley",4/23/1887,1887,Christie's,J. T. Gibson-Craig,6,Mrs. Sheridan,,Withdrawn,,,
"REYNOLDS, Sir Joshua",7/1/1872,1872,Christie's,May and Co,,Mrs. Sheridan and Child,,Bought in,5,12,6
"REYNOLDS, Sir Joshua",6/25/1889,1889,Christie's,,,Mrs. Sheridan and Child. Engraved by Nugent,,,36,15,0
"HUNT, William Henry",4/25/1885,1885,Christie's,George Schlotel,6,Mrs. Sheridan as St. Cecilia. Copy by Beechey,5x44,Rutley,787,10,0
"REYNOLDS, Sir Joshua",3/1/1873,1873,Christie's,Col. Morris,,Mrs. Sheridan as St. Cecilia. Sketch,,Gritten,82,19,0
"LAWRENCE, Sir Thomas",7/25/1891,1891,Christie's,,,Mrs. Sheridan in Red,,,9,9,0
"ROSA, Salvator",5/16/1801,1801,Mr. Christie,W. Young Ottley,6,Mrs. Sheridan. Sketch,,Waters,9,15,0
"LAWRENCE, Sir Thomas",12/21/1895,1895,Christie's,,,Mrs. Shirley Rivers,8 x 234,Cox,273,0,0
"PLATZER, Johann Victor",6/14/1890,1890,Christie's,George Perkins,6,Mrs. Siddons,9 x 39,Agnew,1890,0,0
"REYNOLDS, Sir Joshua",5/18/1833,1833,Christie's,Marshall,,Mrs. Siddons,,Hardy,115,10,0
"PICKERSGILL, Henry William",7/17/1875,1875,Christie's,,,Mrs. Siddons,,Wansey,25,4,0
"ROMNEY, George",7/5/1902,1902,Christie's,,,Mrs. Siddons,,Tresham,4,6,0
PLATES AND STOCKS,5/2/1848,1848,Christie's,,,Mrs. Siddons,,C. Davis,168,0,0
"REYNOLDS, Sir Joshua",3/2/1865,1865,Christie's,Lord Arran,,Mrs. Siddons,784. Miniature,Lord M.,42,0,0
"LINNELL, John",7/20/08,1908,Christie's,Sir A. Condie Stephen,6,Mrs. Siddons as Diana,7x57,,136,10,0
"REYNOLDS, Sir Joshua",3/31/06,1906,Christie's,,,Mrs. Siddons as Grecian Daughter,,Hill,21,0,0
"HOPPNER, John",7/3/08,1908,Christie's,,,Mrs. Siddons as the Tragic Muse; Terror and Pity wait beside her. From De Calonne sale,,Earl Grosvenor,1837,10,0
"ROMNEY, George",4/27/1807,1807,Mr. Christie,G. Romney,,Mrs. Siddons as Tragic Muse,,Millar,3,3,0
"REYNOLDS, Sir Joshua",7/2/1887,1887,Christie's,,,Mrs. Siddons as Tragic Muse,,,336,10,0
"LANDSEER, Sir Edwin",6/28/1867,1867,Christie's,,,Mrs. Siddons as Tragic Muse,,Graves,9,19,6
"MARIS, William",11/19/06,1906,Christie's,Mrs. C. W. C. Spindler,6,Mrs. Siddons as Tragic Muse. Copy by Duchess of Buckingham,,Norton,16,16,0
"HOGARTH, William",5/22/1886,1886,Christie's,S. Addington,,Mrs. Siddons as Tragic Muse. Small copy,,Lawford,9,9,0
RAMSAY,5/14/1858,1858,Christie's,Sir J. Hawley,,Mrs. Siddons in Brown,,Leggatt,30,9,0
"LINNELL, John",5/27/1865,1865,Christie's,Mozley,6,Mrs. Siddons in Reynolds'Studio,903,Wallis,420,0,0
"ROMNEY, George",7/22/1882,1882,Christie's,Henry Philip Cockburn,,Mrs. Siddons in White with Blue Sash and Book,,Nathan,75,12,0
"REYNOLDS, Sir Joshua",6/20/1891,1891,Christie's,,,"Mrs. Siddons, seated",,S.T.Smith,168,0,0
"REYNOLDS, Sir Joshua",6/18/1881,1881,Christie's,Earl of Normanton,,Mrs. Siddons. Bust only. Study for the Tragic Muse,,Pinney (Allnutt),11,11,0
"NEUHUYS, Albert",6/30/11,1911,Christie's,Sir Charles Wakefield,6,Mrs. Siddons. Engraved,0 x 24,Wells,147,0,0
"RUBENS, Sir Peter Paul",6/16/1894,1894,Christie's,Sir H. H. Campbell,6,Mrs. Siddons. Sketch,6 x,C. Davis,190,0,0
"REYNOLDS, Sir Joshua",11/16/1872,1872,Christie's,Rev. A. G. Cornwall,6,Mrs. Smith,,Hogarth,2,0,0
"REYNOLDS, Sir Joshua",5/13/1893,1893,Christie's,,,Mrs. Smith Sewing,,Saunders,14,3,6
"REYNOLDS, Sir Joshua",5/26/1821,1821,Mr. Christie,Lady Thomond,,Mrs. Sneyd as Serena,,Philpot,63,0,0
"ROMNEY, George",6/14/1902,1902,Christie's,Eyre Coote,,Mrs. Snow. Pastel.,,A. Wertheimer,152,5,0
"REYNOLDS, Sir Joshua",5/3/1848,1848,Phillips,Ralph Thomas,,Mrs. Snow. Pastel.,,A. Wertheimer,152,5,0
"REYNOLDS, Sir Joshua",5/22/1886,1886,Christie's,S. Addington,6,Mrs. Somberwells in Brown Dress and Hat,9 x 24,Renton,54,12,0
"REYNOLDS, Sir Joshua",2/20/1858,1858,Christie's,Heigham,,Mrs. Somerset Davies,,M. Colnaghi,1354,10,0
"REYNOLDS, Sir Joshua",7/4/1836,1836,Foster & Son,"J. Northcote, R.A",6,Mrs. Sophia Dawson. Illustrated,9^ x 24,Dawson,997,10,0
"ROMNEY, George",5/23/1903,1903,Christie's,E.W.Beckett,,Mrs. Sophia Thompson,,Vestey,294,0,0
"ROMNEY, George",3/19/1892,1892,Christie's,,,Mrs. Stanhope,,Flexney,2,12,6
"JACKSON, John",7/16/1831,1831,Christie's,,,Mrs. Stone,,Carlisle,136,10,0
"HARLOW, George Henry",3/23/1877,1877,Christie's,,,Mrs. Strachan. Small whole-length,,M. Colnaghi,304,10,0
"LAWRENCE, Sir Thomas",7/17/1897,1897,Christie's,,,Mrs. Theophila Palmer in Pink and White,,Wyatt,178,10,0
"REYNOLDS, Sir Joshua",3/23/1868,1868,Christie's,J. K. Wright,,Mrs. Thomas Master,,Manson,1363,12,0
"LAWRENCE, Sir Thomas",7/3/08,1908,Christie's,,,Mrs. Thomas Orby Hunter(neeJacomina Bellenden),,McLean,441,0,0
"RAEBURN, Sir Henry",7/10/1897,1897,Christie's,,,Mrs. Thompson,,,1,10,0
"RAEBURN, Sir Henry",5/19/04,1904,Dowell,J. N. Durrant-Steuart,,Mrs. Thomson. Illustrated,,,4672,10,0
"ROMNEY, George",4/27/1807,1807,Mr. Christie,,,Mrs. Thornhill,,Vokins,336,0,0
"REYNOLDS, Sir Joshua",5/4/1901,1901,Christie's,Alfred Buckley,6,Mrs. Thornhill. Three-quarter length,,,,,
"ROMNEY, George",5/13/1893,1893,Christie's,,,Mrs. Thornhill.30x25,,Bought in,1207,10,0
"ROMNEY, George",5/7/1898,1898,Christie's,,,Mrs. Thrale,,Bought in,3,0,0
"ROMNEY, George",7/16/09,1909,Christie's,Mrs. Wakefield,,Mrs. Thrale,,,,,
"HARPIGNIES, Henri.",5/19/09,1909,Christie's,Sir J. C.Day,6,Mrs. Thrale and her Daughter,,Lady Ashburton,1375,10,0
REMBRANDT VAN RHYN,2/10/1773,1773,Langford's,Herr Fouquet,6,Mrs. Thrale in White. Oval,,White,31,10,0
"LAWRENCE, Sir Thomas",2/23/07,1907,Christie's,,,Mrs. Thrale in White. Panel.,,Renton,52,10,0
"PAYE, Richard Morton",5/26/06,1906,Christie's,,,Mrs. Tickel,,Tresham,4,4,0
"REYNOLDS, Sir Joshua",5/2/1874,1874,Christie's,A.Rothschild,,Mrs. Tickell,,Agnew,840,0,0
"REYNOLDS, Sir Joshua",1/19/1878,1878,Christie's,D. E. Forbes,6,Mrs. Tickell (Miss. Linley),7 x 15,Agnew,1207,10,0
"NICOL, Erskine",5/27/1893,1893,Christie's,,,Mrs. Tickell. Illustrated.30x25,,Agnew,2100,0,0
"LAWRENCE, Sir Thomas",7/10/1897,1897,Christie's,,,Mrs. Trench,,Withdrawn,,,
"REYNOLDS, Sir Joshua",5/9/1896,1896,Christie's,,,Mrs. Trimmer,,Cox,136,10,0
"LARGILLIERE, Nicholas de.",12/21/1895,1895,Christie's,,,Mrs. Trimmer in Blue,,Lacey,18,18,0
"MARTIN, John",7/4/1835,1835,Christie's,Gentleman,6,Mrs. Trunbleston with Parasol,8 x 58,Boswell,1575,0,0
"HOLLAND, James",7/6/1895,1895,Christie's,C. F. Huth,6,Mrs. Turner,,Bought in,110,5,0
"REYNOLDS, Sir Joshua",6/15/1895,1895,Christie's,James Price,6,Mrs. Turner of Clint,0 x 40,Leggatt,236,15,0
"ROMNEY, George",5/9/1834,1834,Christie's,Rev. John Romney,6,Mrs. Turner of Clints,,Stewart,105,0,0
"LAWRENCE, Sir Thomas",5/8/1897,1897,Christie's,Thomson Bonar Family,6,Mrs. Turner of Clints. Engraved,,Col,53,11,0
"PANNINI, Giovanni Paulo",3/17/1877,1877,Christie's,,,Mrs. Twiss,,Agnew,231,0,0
"LEADER, Benjamin Williams",6/7/1890,1890,Christie's,,,Mrs. Twiss. Copy by Patterson,,Isaacs,2,17,6
"HENSHAW, Frederick Henry",4/8/1892,1892,Christie's,,,Mrs. Vere,,Agnew,472,10,0
"RUSSELL, John",5/30/12,1912,Christie's,C. J. Wertheimer,6,Mrs. Vesey,,Bought in,5,5,0
"RAEBURN, Sir Henry",5/26/06,1906,Christie's,Miss Fergusson Abbott,6,Mrs. Way (Miss Payne) in Blue seated at a Table,,E. Benjamin,82,19,0
"ROMNEY, George",4/27/1807,1807,Mr. Christie,G. Romney,6,Mrs. Way in Blue at a Table,760,Rankin,84,0,0
"L'HERMITTE, Leon Augustin",3/30/12,1912,Christie's,,,Mrs. Waylen. Oval.,,Willis,262,10,0
"NORTHCOTE, James",1/28/05,1905,Christie's,Lawrie and Co,6,Mrs. Weatherall in Red,4 x 20,Buttery,50,8,0
"NICOL, Erskine",3/14/1896,1896,Christie's,,,Mrs. Wedderbum,,Gooden and Fox,840,0,0
"LAWRENCE, Sir Thomas",6/19/1830,1830,Christie's,,,"Mrs. Wells in "" Merry Wives."" Whole-length. Oil.",,,,,
"REYNOLDS, Sir Joshua",3/16/1849,1849,Christie's,Capt. Scobell,6,Mrs. Wells in Yellow,9 x 24,A. Smith,315,0,0
"REYNOLDS, Sir Joshua",4/24/1869,1869,Christie's,George E. Seymour,6,"Mrs. Wells, Actress",,Grego,110,5,0
"LANDSEER, Sir Edwin",5/10/1884,1884,Christie's,Lady Otho Fitzgerald,,Mrs. Weston (Miss Forbes),,Agnew,162,15,0
"LANDSEER, Sir Edwin",3/22/1884,1884,Christie's,Edmund Crompton Potter,,Mrs. White.30x24,,Forbes and P.,110,5,0
"REYNOLDS, Sir Joshua",5/19/1896,1896,Christie's,Alfred Bell,6,Mrs. Whittingham,3 x 53. Printed in catalogue as by Reynolds,Lesser,787,10,0
"REYNOLDS, Sir Joshua",5/26/06,1906,Christie's,Thomas Hoade Woods,6,Mrs. Whittington,,Lesser,750,0,0
"LANDSEER, Sir Edwin",7/7/1827,1827,Christie's,,,Mrs. Whittington. Whole-length,,Agnew,210,0,0
"LANDSEER, Sir Edwin",4/22/1836,1836,Christie's,,,Mrs. Wilberforce,3x17,Garland,63,0,0
"ROMNEY, George",4/27/1807,1807,Mr. Christie,G. Romney,,Mrs. Wilberforce.1801,,Garland,63,0,0
"LAWRENCE, Sir Thomas",1/28/11,1911,Christie's,Lord Ronald Gower,6,Mrs. Willett in Black and Cap,8 x 23,A. Wertheimer,1701,0,0
"REYNOLDS, Sir Joshua",4/27/1901,1901,Christie's,Captain J. Saltran Willett,6,Mrs. Willett Seated,3x57. Copy,Renton,68,5,0
"PYNE, James Baker",3/18/1899,1899,Christie's,,,Mrs. Willett. Illustrated.,,Tooth,735,0,0
"LANDSEER, Sir Edwin",5/10/1849,1849,Phillips,,,Mrs. William Dundas,,C. Davis,1835,0,0
HOOK. James Clarke,4/30/1898,1898,Christie's,James Hall Renton,6,Mrs. William Morton Pitt and Son,8 x 39,Benjamin,1155,0,0
"RUYSDAEL, Jacob",2/28/13,1913,Christie's,W,,Mrs. Wilson in Green.50x40,,C. F. Murray,220,10,0
"MUNKACSY, Michael (Lieb)",6/24/1899,1899,Christie's,R. Paterson Pattison,6,Mrs. Woffington. Painted for Garrick,,Palm,11,12,6
"MACWHIRTER, John",5/13/1882,1882,Christie's,Ed. Hermon,,Mrs. Yates,,,15,10,6
"HEFFNER, Karl",4/22/1882,1882,Christie's,James S. Forbes,,Mrs. Yates as Tragic Muse,,Agnew,590,0,0
"LANDSEER, Sir Edwin",5/10/1849,1849,Phillips,,,Mrs. Yates as Tragic Muse,,Bought in,,,
"HAYLLAR, James",3/1/1890,1890,Christie's,James Hayllar,6,Mrs. Yates as Tragic Muse with Dagger. Whole-length,,,,,
"McCULLOCH, Horatio",3/26/1892,1892,Christie's,,,Mrs. Yates as Tragic Muse.92x58J,,Agnew,682,10,0
"MURILLO, Bartolom Estban",6/23/1838,1838,Christie's,,,Mrs. Yates as Tragic Muse.93x60,,M. Colnaghi,425,5,0
"LINNELL, John Thomas",4/29/1882,1882,Christie's,James McConnell,,Mrs. Yates. From collection of Mr. Harris of Covert Garden Theatre,,Fuller,3,17,0
"OPIE, John",7/26/1827,1827,Christie's,Lord de Tabley,6,Mrs. Yates.1771,,T.Greenwood,315,0,0
"LEIGHTON, Lord (Sir Frederick)",12/5/1903,1903,Christie's,W. H. Cope,6,Much ado about Nothing. Drawing.,,Agnew,136,10,0
"RUBENS, Sir Peter Paul",5/31/1794,1794,Greenwood,Sir L. Dundas,6,Mud Pies,,Agnew,199,10,0
"MARIS, James",6/30/10,1910,Christie's,Alexander Young,6,Mud Pies,9J x 24,Agnew,189,0,0
"HUNT, William Henry",6/4/04,1904,Christie's,J. Orrock,6,Mud Pies. Engraved,,Philpot,42,0,0
"NETSCHER, Gaspar",7/24/1797,1797,Vernon of L'pl.,Edward Rogers,6,Mules at Geneva,840,Bought in,15,15,0
"LELY, Sir Peter",3/27/1856,1856,Christie's,Tempest,6,Mules crossing Bridge,,Bowyer,173,5,0
"LELY, Sir Peter",1791,1791,Private Sale,"R. Cosway, R.A",6,Muley,840,Fores,29,8,0
"NICOL, Erskine",4/2/1892,1892,Christie's,David Price,6,Muley Muloch,,Agnew,15,10,0
"REYNOLDS, Sir Joshua",3/6/1897,1897,Christie's,Mrs. Robinson (Perdita). From Rev,,Mulgrave Castle,,Miller,3,0,0
"LUCAS, John Seymour",6/4/1887,1887,Christie's,Charles Wells,6,Mullatto Girl's Head,,White,315,0,0
"LANDSEER, Sir Edwin",3/17/1865,1865,Christie's,Lee,6,Mundig,835,Ash,110,5,0
"LANDSEER, Sir Edwin",5/7/1892,1892,Christie's,Lord Cheylesmore,6,Murder of Prince Arthur,08x96,Herbert,13,13,0
"HOLBEIN, Hans, the Younger",1/28/05,1905,Christie's,Lawrie and Co,6,Murder of the Innocents,,,,,
"HILL, James J.",4/3/1882,1882,Christie's,,,Murder of the Innocents,,,78,15,0
"HONDEKOETER, Melchior",3/6/1802,1802,Mr. Christie,Countess of Holderness,6,Murillo painting Holy Family,,Vokins,367,10,0
"REYNOLDS, Sir Joshua",4/27/1860,1860,Christie's,Brett,6,Murillo painting Holy Family,838,Bought in,173,5,0
"POELEMBERG, Cornelis",3/27/1795,1795,Skinner,C. A. Calonne,6,Murthly Moss,887. Illustrated 0x73,Tooth,3150,0,0
"REYNOLDS, Sir Joshua",11/28/1879,1879,Christie's,Charles Heath Warner,,Murthly Water,,Graves,1572,10,0
"REYNOLDS, Sir Joshua",4/6/1867,1867,Christie's,Farrer,,Murthly Water,0 x 63,Walton,336,0,0
"LANDSEER, Sir Edwin",5/2/1891,1891,Christie's,H. W. F. Bolckow,6,"Muscat Grapes, Peaches, etc. Wade coll.",,McLean,262,10,0
REMBRANDT VAN RHYN,1791,1791,Private Sale,"R. Cos way, R. A",6,Mushroom Gatherers,879 2x57!,Agnew,504,0,0
"HALS, Frank",3/11/1741,1741,Cock,Earl of Oxford,6,Music,7x16,,22,1,0
"HERBERT, Antoine Aug. Ernest",3/25/1876,1876,Christie's,,,Music,,Broadhead,26,5,0
"PROUT, Samuel",5/24/1858,1858,Foster's,John Palmer,6,Music and Charletans. A pair,x 25J,Anderson,420,0,0
"LINNELL, John",4/25/1891,1891,Christie's,Marquis de Santurce,6,Music and Painting. A pair,3J x 55,Davis,336,0,0
"MURILLO, Bartolom Estban",5/15/1847,1847,Christie's,John Proctor Anderdon,6,Music hath Charms,5 x 28,Wallis,199,10,0
"LEE, Frederick Richard",5/16/1885,1885,Christie's,F. Pryor,,Music Lesson in Italy,,Smith,77,14,0
"LAWSON, Cecil Gordon",4/18/1891,1891,Christie's,,,"Music Lesson, Seville, 1860",,Permain,525,0,0
"OSTADE, Adriaen van",4/11/1791,1791,Mr. Christie,Richard Dalton,6,"Music PartyMr. and Mrs. Fricke, etc",4 x 33,Agnew,210,0,0
"RICHARDSON, Thomas Miles",2/15/1890,1890,Christie's,J. F. La Trobe-Bateman,6,Musical Conversation,0 x 50 outside frame,,8,8,0
"LINNELL, John",7/9/09,1909,Christie's,Sir C. Quilter,6,Musical Conversation,,,,,
"HOLLAND, James",5/18/1895,1895,Christie's,Frederick Craven,6,Musical Conversation. Reynolds coll.,,,,,
"ISRAELS, Josef",4/29/11,1911,Christie's,Hon. J. Scott Napier,6,Musical Honours,0 x 60,Richardson,44,0,0
"HOLLAND, James",2/24/06,1906,Christie's,Philip H. Rathbone,6,Musical Party,,,75,15,0
"LAMBINET, Emile Charles",5/22/1897,1897,Christie's,Ben. Armitage,6,Musical Party (Fricke Family),4 x 30,Agnew,105,0,0
"PATON, Sir Joseph Noel",6/14/1902,1902,Christie's,,,"Musical Party, Portico of Palace",,,9,19,6
"LEE, Frederick Richard",7/9/1887,1887,Christie's,John Brewis,6,Musician at Cottage Door.,,Ranin,94,10,0
"HAMILTON, William",5/17/1805,1805,Mr. Christie,,,Musicians in a Cellar,,Lippmann,362,10,0
"NIEMANN, Edmund John",7/22/1882,1882,Christie's,Mrs. Graham Smith,6,"MusicWhen Sweet Voices, etc",893 95x31,Agnew,336,0,0
"LEADER, Benjamin Williams",11/30/07,1907,Christie's,Henry Lovatt,6,"MusicWhen Sweet, etc",893,Connell,787,10,0
"HOLBEIN, Johannes",1910,1910,Christie's,,,Musidora,,,,,
"LINNELL, John Thomas",4/27/1877,1877,Christie's,Albert Grant,6,"Musidora, etc.",,Lord Egremont,82,19,0
"PRIMATICCIO, Francesco",6/23/1820,1820,Mr. Christie,,,Musk.,,Graham,157,10,0
"JORDAENS, Jacob",3/15/1788,1788,Mr. Christie,Mr. Vandergucht,,Mussel and other Shells. Drawing,,,,,
"MILLAIS, Sir John Everett",3/22/1879,1879,Christie's,John Fleming,6,Mussel Gatherers,875 3 x 39,G.,126,0,0
"POOLE, Paul Falconer",5/31/1875,1875,Christie's,Sewal W. Barker,6,Mussel Gatherers,874,Bought in,157,10,0
NICCOLO DEL ABATI,4/16/1831,1831,Christie's,Gentleman of Rank,6,Mutius Scsevola,,,,,
"LANDSEER, Sir Edwin",5/2/1891,1891,Christie's,H. W. F. Bolckow,6,Mutual Confidence,7 x 13!,Agnew,126,0,0
"METZU, Gabriel",2/26/1798,1798,H. Phillips,Gentleman,6,My Duty towards Neighbour,4 x 60,Agnew,367,10,0
"NICOL, Erskine",3/12/1875,1875,Christie's,Thomas Greenwood,6,My First Sermon,3! x 9!,Sampson,105,0,0
"PROUT, Samuel",4/28/1900,1900,Christie's,Gilbert Winter Moss,6,My First Sermon. Drawing,^x6J,Agnew,110,5,0
"HERRING, John Frederick",4/20/1896,1896,Christie's,Edmund Levy,6,My Lady's Page in Disgrace,,Gillott,278,0,0
"OPIE, John",4/25/1800,1800,Christie's,Mr. Macklin,6,My Lady's Parrot,3} x loi,Agnew,294,0,0
"LE NAIN, Antoine, Louis, and Mathieu",6/3/1779,1779,Christie and Ansell,Earl Ferrers,6,My old Mother's Song,1J x 44,Biddulph,493,10,0
"NASMYTH, Patrick",4/1/05,1905,Christie's,Abraham Mitchell,6,My Second Sermon,5^x12,Woods,351,15,0
"LANDSEER, Sir Edwin",6/5/1873,1873,Christie's,John Hargreaves,6,My Second Sermon. Drawing,! x 6|,f Agnew,94,10,0
"REYNOLDS, Sir Joshua",5/26/1821,1821,Mr. Christie,,,My Second Sermon. Sketch,,McLean,52,10,0
"LANDSEER, Sir Edwin",6/5/1873,1873,Christie's,John Hargreaves,6,Mythological Subject,,Dauby,5,5,0
"RICHARDSON, Jonathan",3/13/1741,1741,Cock,Earl of Oxford,,Drumhead Court Martial,,Wertheimer,194,5,0
"REYNOLDS, Sir Joshua",2/21/1903,1903,Christie's,,,Above Swallow Falls,877,Hayne,120,15,0
"ROBERTS, David",4/7/1881,1881,Christie's,Henry Sanford Bicknell,,Bass Rock,,Bought in,115,10,0
"ROBERTS, David",10/28/1861,1861,Christie's,,,Chapel in CathedralFuneral. Dg.,,Agnew,110,5,0
"ROSA, Salvator",3/5/1791,1791,Mr. Christie,,,Christmas Eve,,Bought in,115,10,0
"HICKS, George Edgar",5/21/1898,1898,Christie's,,,Cottage by the Brook,,H. White,141,15,0
"MORLAND, George",3/17/1894,1894,Christie's,,,First Admonition,,Bought in,157,10,0
"LANDSEER, Sir Edwin",4/17/1883,1883,Christie's,,,Fisherman's Good-night,,Agnew,110,5,0
"HARLOWE, G. Fl. 1841",5/5/1894,1894,Christie's,,,"Forest Scene, Winter",,Bought in,157,10,0
"RIBOT, E.",5/16/1902,1902,Christie's,,,Gentleman in Crimson Dress,,Graves,9,19,6
"REYNOLDS, Sir Joshua",2/1/1902,1902,Christie's,,,Harvesting by the Sea,,F. Hooper,110,5,0
"ROMNEY, George",4/24/1880,1880,Christie's,Mrs. Turner.(604L,,Hayfield,872,Bought in,178,10,0
"HARPER, Henry Andrew",11/23/1903,1903,Christie's,,,"Head of a Lady, i860",,E. F. White,147,0,0
"ROBERTS, David",4/7/1881,1881,Christie's,Henry Sanford Bicknell,,Hide and Seek,,Bought in,178,10,0
"LANDSEER, Sir Edwin",4/18/1868,1868,Christie's,,,"Highland Cattle, Glencoe",875,Ansdell,178,10,0
"LEE, Frederick Richard",5/29/1886,1886,Christie's,Charles Seeley,,Hill above Bettws,,Agnew,210,0,0
"LEADER, Benjamin Williams",5/7/1887,1887,Christie's,,,Home with the Tide,880,Agnew,1333,10,0
"LEADER, Benjamin Williams",3/20/12,1912,"Lomax, S'ns & M.",,,Imogen in Cave. Painted with McWhirter,,Bought in,126,0,0
"POOLE, Paul Falconer",3/22/1884,1884,Christie's,E.C.Potter,,Imogen in the Cave,,Polak,64,1,0
"RUYSDAEL, Jacob",5/10/12,1912,Christie's,,,Imogen in the Cave. Painted with Pettie,,Bought in,126,0,0
"RUYSDAEL, Jacob",6/10/1899,1899,Christie's,,,In the Lap of Luxury,,McLean,50,8,0
"MOUCHERON, Isaac",3/18/1843,1843,Christie's,,,Jezebel and Ahab,863,Bought in,425,5,0
"MARIS, James",6/28/12,1912,Christie's,,,Lady as Cleopatra,,Col,184,16,0
"REYNOLDS, Sir Joshua",3/14/1846,1846,Christie's,Andrew Morton,,"Lady in White and Gold, Blue Ribbon in Hair, seated with Book. Half-length",,Bought in,320,0,0
"MARIS, James",6/11/09,1909,Christie's,,,Life of Christ. Set of twelve Drawings,,Graves,9,19,6
"ROMNEY, George",6/16/1894,1894,Christie's,,,Little Mrs. Gamp,,Bought in,1102,10,0
HILL,3/13/1741,1741,Cock,,,Madonna and Child,,Renton,73,10,0
"REYNOLDS, Sir Joshua",7/5/1845,1845,Christie's,Denny,,Mary in House of John,858,Bought in,36,15,0
"OWEN, William",5/19/11,1911,Christie's,,,Miss Mary Palmer in Black Satin Dress,,Henley,50,8,0
"REYNOLDS, Sir Joshua",6/28/1845,1845,Christie's,,,Mrs. Crewe (Miss Grenville). Whole-length in crayons,,Bought in,27,6,0
"LAURI, Philipo",5/9/1783,1783,"Great Room, King Street",,,Mrs. Turner,,Bought in,43,1,6
"ROMNEY, George",2/25/1865,1865,Christie's,,,Nell Gwynn,,Staples,44,2,0
"REYNOLDS, Sir Joshua",5/30/1859,1859,Christie's,Mrs. Wallis,,On the Llugwy,863,Lethbridge,157,10,0
"RAEBURN, Sir Henry",5/7/1877,1877,Christie's,,,On the Thames,,Tooth,210,0,0
"MURRAY, Thomas",3/31/1726,1726,Cock,Mr. Murray,,Outside the Harbour,,Bought in,315,0,0
"ROMNEY, George",4/27/1807,1807,Mr. Christie,G. Romney,,Pandy Mill,834,Bought in,572,5,0
"RAEBURN, Sir Henry",5/9/1896,1896,Christie's,Thomson Bonar Family,,Peasant Woman Sewing,,Bought in,126,0,0
"REYNOLDS, Sir Joshua",1/29/1842,1842,Christie's,Patterson,,Piazza dei Signori,,Mason,913,10,0
"ROMNEY, George",7/24/1895,1895,"Ellis, M. & Co.",W. T. Kevill Davies,,Playmate,,Agnew,99,15,0
"ROMNEY, George",4/27/1807,1807,Mr. Christie,G. Romney,,September 1879,,Bought in,136,10,0
"REYNOLDS, Sir Joshua",4/25/1838,1838,Christie's,James Vine,,Sir George Hay,,Bought in,5,5,0
"ROMNEY, George",4/27/1807,1807,Mr. Christie,,,Sir J. Reynolds in Spectacles,,M. Colnaghi,17,17,0
HILL,3/8/1741,1741,Cock,,,Sir Joseph Banks. Whole-length,,Withdrawn,,,
"LAWRENCE, Sir Thomas",2/11/11,1911,Christie's,,,Sir T. Roche,,Wroe,0,16,0
"JACKSON, John",7/16/1831,1831,Christie's,,,Sir W. Young,,Bought in,3,,6
"JACKSON, John",7/16/1831,1831,Christie's,,,Spring Day at Stokes,,McLean,141,15,0
"ROMNEY, George",4/27/1807,1807,Mr. Christie,G. Romney,,The Challenge,,Agnew,504,0,0
